,YEAR,STATE,EVENT_TYPE,TOTAL DEATHS,TOTAL INJURIES,TOTAL DAMAGES,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_STATE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_ID,EVENT_ID
2614,2019,NEBRASKA,Winter Weather,1,3,0.0,Broadcast Media,,,,,,,,,,,,134630,808917
2615,2019,NEBRASKA,Blizzard,0,4,0.0,Broadcast Media,,,,,,,,,,,,134632,808389
2616,2019,KANSAS,Winter Weather,1,0,10000.0,Broadcast Media,,,,,,,,,,,,133000,795687
2617,2019,OHIO,Flood,1,0,15000.0,Department of Highways,,,,,,,MT BLANCO,39.1973,-82.2919,39.1755,-81.9733,133004,797147
2618,2019,MASSACHUSETTS,High Wind,0,1,110000.0,Amateur Radio,55.0,EG,,,,,,,,,,133780,800739
2619,2019,CALIFORNIA,Flash Flood,1,0,100000.0,Law Enforcement,,,,,,,JOSHUA TREE ARPT,34.1065,-116.1991,34.0957,-116.465,134401,805386
2620,2019,CALIFORNIA,Hail,0,1,0.0,Law Enforcement,0.25,,,,,,NORTH SAMOA,40.87,-124.12,40.87,-124.12,134587,806475
2621,2019,INDIANA,Winter Weather,2,1,0.0,Newspaper,,,,,,,,,,,,133296,797540
2622,2019,NEVADA,Cold/Wind Chill,1,0,0.0,County Official,,,,,,,,,,,,134406,805402
2623,2019,MISSOURI,Winter Weather,2,2,100000.0,Law Enforcement,,,,,,,,,,,,133006,795729
2624,2019,ILLINOIS,Strong Wind,0,1,6000.0,AWOS,36.0,MG,,,,,,,,,,134264,804014
2625,2019,NEVADA,Cold/Wind Chill,1,0,0.0,County Official,,,,,,,,,,,,134419,805460
2626,2019,NEW YORK,High Wind,0,2,75000.0,ASOS,64.0,MG,,,,,,,,,,135013,809119
2627,2019,CALIFORNIA,Flood,0,1,0.0,Public,,,,,,,MAYHEW,38.53,-121.24,38.5295,-121.2455,135070,809565
2628,2019,MISSOURI,Ice Storm,0,2,0.0,COOP Observer,,,,,,,,,,,,133229,802623
2629,2019,VIRGINIA,Winter Weather,1,0,0.0,Trained Spotter,,,,,,,,,,,,134147,803312
2630,2019,OKLAHOMA,Tornado,0,1,125000.0,NWS Storm Survey,,,EF1,2.3,550.0,,TULSA,36.1742,-95.9725,36.1789,-95.932,137246,823800
2631,2019,CALIFORNIA,Flood,1,0,0.0,Newspaper,,,,,,,ARLYNDA CORNERS,40.61,-124.23,40.6049,-124.2328,134689,807040
2632,2019,ARKANSAS,Lightning,0,1,0.0,Newspaper,,,,,,,(LIT)LITTLE ROCK ADA,34.7292,-92.2218,34.7292,-92.2218,134941,808684
2633,2019,WISCONSIN,Winter Storm,0,3,35000.0,COOP Observer,,,,,,,,,,,,134386,805283
2634,2019,COLORADO,Avalanche,1,0,0.0,State Official,,,,,,,,,,,,133425,798371
2635,2019,COLORADO,Avalanche,2,0,0.0,State Official,,,,,,,,,,,,133423,798364
2636,2019,KENTUCKY,Flood,0,1,20000.0,Broadcast Media,,,,,,,OAK HILL,37.032,-84.6328,37.0319,-84.6322,133347,800199
2637,2019,OHIO,Flood,1,0,5000.0,Broadcast Media,,,,,,,IDAHO,39.0863,-83.1399,39.0883,-83.1385,133333,806035
2638,2019,MICHIGAN,Winter Storm,0,3,11000.0,Official NWS Observations,,,,,,,,,,,,134729,807296
2639,2019,MISSOURI,Winter Weather,1,1,0.0,Fire Department/Rescue,,,,,,,,,,,,134375,805364
2640,2019,MISSOURI,Winter Weather,0,3,0.0,Law Enforcement,,,,,,,,,,,,134375,805367
2641,2019,WISCONSIN,Winter Storm,0,7,0.0,Department of Highways,,,,,,,,,,,,133109,805064
2642,2019,NORTH CAROLINA,Strong Wind,0,1,5000.0,Emergency Manager,40.0,EG,,,,,,,,,,134786,807879
2643,2019,MISSOURI,Winter Weather,0,1,0.0,Law Enforcement,,,,,,,,,,,,134375,805365
2644,2019,MISSOURI,Winter Weather,0,1,0.0,Law Enforcement,,,,,,,,,,,,134375,805366
2645,2019,MISSOURI,Winter Weather,0,9,0.0,Broadcast Media,,,,,,,,,,,,134375,805363
2646,2019,MISSOURI,Winter Weather,0,2,0.0,Fire Department/Rescue,,,,,,,,,,,,134375,805368
2647,2019,SOUTH DAKOTA,Blizzard,1,0,0.0,Newspaper,,,,,,,,,,,,134964,808779
2648,2019,ARKANSAS,Flood,1,0,0.0,Law Enforcement,,,,,,,ELGIN,35.766,-91.3036,35.762,-91.3033,135130,816788
2649,2019,ARIZONA,Excessive Heat,3,0,0.0,County Official,,,,,,,,,,,,145701,875142
2650,2019,NEBRASKA,Flash Flood,1,0,12000000.0,County Official,,,,,,,MONOWI,42.737,-98.224,42.7777,-98.2362,135532,813018
2651,2019,FLORIDA,Rip Current,1,0,0.0,Law Enforcement,,,,,,,,,,,,136856,821108
2652,2019,NORTH CAROLINA,Lightning,0,2,0.0,Broadcast Media,,,,,,,BIG COVE,35.57,-83.17,35.57,-83.17,139534,839454
2653,2019,NEW YORK,Lightning,0,1,0.0,Law Enforcement,,,,,,,NORTHPORT,40.9,-73.35,40.9,-73.35,136254,818124
2654,2019,FLORIDA,Rip Current,1,1,0.0,Broadcast Media,,,,,,,,,,,,136707,820152
2655,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,136748,820397
2656,2019,NORTH CAROLINA,Thunderstorm Wind,0,1,1000.0,Amateur Radio,40.0,EG,,,,,STATESVILLE,35.79,-80.86,35.79,-80.86,139540,839926
2657,2019,NEW YORK,Lightning,0,1,6000.0,Broadcast Media,,,,,,,AMITYVILLE,40.6764,-73.3963,40.6764,-73.3963,136254,818852
2658,2019,NEW MEXICO,Dust Devil,0,20,10000.0,Broadcast Media,,,,,,,HERNANDEZ,36.017,-106.2253,36.017,-106.2253,136816,820908
2659,2019,LOUISIANA,Tornado,0,5,0.0,NWS Storm Survey,,,EF2,1.6,50.0,,BARMEN,30.1733,-90.7887,30.1885,-90.7684,136819,820972
2660,2019,FLORIDA,Lightning,1,0,0.0,Emergency Manager,,,,,,,ORMOND BEACH MUNI AR,29.3,-81.13,29.3,-81.13,136470,819069
2661,2019,ALABAMA,Rip Current,1,0,0.0,Fire Department/Rescue,,,,,,,,,,,,137172,823196
2662,2019,CALIFORNIA,Wildfire,0,7,0.0,Park/Forest Service,,,,,,,,,,,,143753,863131
2663,2019,FLORIDA,Lightning,0,1,86000.0,Broadcast Media,,,,,,,WEST MIAMI,25.7646,-80.263,25.7646,-80.263,140150,843157
2664,2019,TEXAS,Excessive Heat,4,0,0.0,Newspaper,,,,,,,,,,,,142440,855043
2665,2019,COLORADO,Flood,1,0,0.0,Law Enforcement,,,,,,,(GUC)GUNNISON CO ARP,38.5175,-106.9962,38.5171,-106.9962,138447,832399
2666,2019,COLORADO,Flood,1,0,0.0,Law Enforcement,,,,,,,AVON,39.6237,-106.4918,39.6236,-106.4918,138449,832420
2667,2019,ALABAMA,Thunderstorm Wind,0,1,0.0,Emergency Manager,43.0,EG,,,,,PLEASANT HILL,34.6,-86.1,34.6,-86.1,139588,839809
2668,2019,ALABAMA,Thunderstorm Wind,0,1,0.0,Emergency Manager,43.0,EG,,,,,KILPATRICK,34.27,-86.08,34.27,-86.08,136661,839650
2669,2019,CALIFORNIA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,137324,824287
2670,2019,CALIFORNIA,Heat,1,0,0.0,County Official,,,,,,,,,,,,137321,824254
2671,2019,CALIFORNIA,Wildfire,0,1,5000.0,Fire Department/Rescue,,,,,,,,,,,,137321,824261
2672,2019,ATLANTIC NORTH,Marine Thunderstorm Wind,1,0,0.0,Broadcast Media,53.0,MG,,,,,POINT O WOODS WXFLOW,40.65,-73.14,40.65,-73.14,137463,825640
2673,2019,CONNECTICUT,Thunderstorm Wind,1,0,6000.0,Emergency Manager,52.0,EG,,,,,FAIRFIELD,41.1491,-73.2708,41.1491,-73.2708,137473,826063
2674,2019,SOUTH CAROLINA,Thunderstorm Wind,1,0,0.0,Emergency Manager,65.0,EG,,,,,ST ANDREWS,34.0232,-81.0498,34.0232,-81.0498,136709,823786
2675,2019,CALIFORNIA,Heat,1,0,0.0,Broadcast Media,,,,,,,,,,,,137321,824286
2676,2019,CALIFORNIA,Heat,1,0,0.0,Broadcast Media,,,,,,,,,,,,137321,824288
2677,2019,FLORIDA,Rip Current,2,0,0.0,Broadcast Media,,,,,,,,,,,,136770,820556
2678,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,136414,825810
2679,2019,FLORIDA,Lightning,0,1,0.0,Broadcast Media,,,,,,,HIALEAH GARDENS,25.83,-80.38,25.83,-80.38,140779,846246
2680,2019,ALABAMA,Lightning,1,0,0.0,Broadcast Media,,,,,,,PRICHARD,30.7357,-88.0569,30.7357,-88.0569,136858,821122
2681,2019,KENTUCKY,Lightning,1,0,0.0,Trained Spotter,,,,,,,MURRAY,36.62,-88.32,36.62,-88.32,137551,826316
2682,2019,CALIFORNIA,Avalanche,0,1,0.0,Park/Forest Service,,,,,,,,,,,,138215,831053
2683,2019,TEXAS,Lightning,1,0,0.0,Broadcast Media,,,,,,,LEON SPGS,29.7087,-98.4953,29.7087,-98.4953,137235,863827
2684,2019,ARKANSAS,Thunderstorm Wind,1,1,75000.0,NWS Storm Survey,75.0,EG,,,,,MONTE NE,36.3235,-94.046,36.3235,-94.046,142852,858302
2685,2019,TEXAS,Lightning,1,0,0.0,Other Federal Agency,,,,,,,SPRING,30.1186,-95.3658,30.1186,-95.3658,141220,863859
2686,2019,GEORGIA,Thunderstorm Wind,1,0,30000.0,Emergency Manager,50.0,EG,,,,,SANDY SPGS,33.8827,-84.408,33.8827,-84.408,142418,854922
2687,2019,MISSISSIPPI,Thunderstorm Wind,0,1,2000.0,Emergency Manager,43.0,EG,,,,,LAUREL,31.69,-89.12,31.69,-89.12,138979,835914
2688,2019,NEVADA,Heat,3,0,0.0,County Official,,,,,,,,,,,,139094,836615
2689,2019,ILLINOIS,Thunderstorm Wind,1,0,0.0,Emergency Manager,43.0,EG,,,,,PEORIA HGTS,40.7377,-89.5708,40.7377,-89.5708,139429,839173
2690,2019,NEVADA,Excessive Heat,8,0,0.0,County Official,,,,,,,,,,,,139098,836622
2691,2019,NEVADA,Heat,1,0,0.0,County Official,,,,,,,,,,,,139098,836624
2692,2019,NEVADA,Heat,2,0,0.0,County Official,,,,,,,,,,,,139099,836625
2693,2019,NEVADA,Heat,1,0,0.0,County Official,,,,,,,,,,,,139100,836626
2694,2019,NEVADA,Heat,2,0,0.0,County Official,,,,,,,,,,,,139101,836627
2695,2019,CALIFORNIA,Cold/Wind Chill,1,0,0.0,Broadcast Media,,,,,,,,,,,,139268,837662
2696,2019,ARKANSAS,Flash Flood,1,0,0.0,Broadcast Media,,,,,,,GREENWOOD,35.2142,-94.2744,35.2247,-94.2229,139264,841246
2697,2019,CALIFORNIA,Cold/Wind Chill,1,0,0.0,Broadcast Media,,,,,,,,,,,,139268,837675
2698,2019,CALIFORNIA,Cold/Wind Chill,1,0,0.0,Broadcast Media,,,,,,,,,,,,139268,837666
2699,2019,COLORADO,Flood,1,0,0.0,Law Enforcement,,,,,,,LAKE CITY,37.7658,-107.4681,37.7656,-107.468,138450,832432
2700,2019,COLORADO,Flood,1,0,0.0,Law Enforcement,,,,,,,IOLA,38.4732,-107.2105,38.4697,-107.2095,138447,832414
2701,2019,NEBRASKA,Flood,1,0,440000.0,State Official,,,,,,,MONROE,41.45,-97.69,41.41,-97.69,135253,813963
2702,2019,OKLAHOMA,Flash Flood,1,0,0.0,Emergency Manager,,,,,,,NEFF,35.0783,-94.6104,35.1561,-94.4499,139257,841235
2703,2019,MISSOURI,Flash Flood,1,0,800000.0,Broadcast Media,,,,,,,ANDERSON,36.643,-94.4492,36.6397,-94.4387,138835,835231
2704,2019,OKLAHOMA,Tornado,0,1,800000.0,NWS Storm Survey,,,EF2,11.9,2700.0,OK,PEGGS,36.0526,-95.1535,36.1615,-94.9891,137246,823784
2705,2019,ILLINOIS,Lightning,0,1,0.0,Emergency Manager,,,,,,,ROSICLARE,37.42,-88.35,37.42,-88.35,137174,829988
2706,2019,NEW MEXICO,Tornado,0,1,250000.0,NWS Storm Survey,,,EF1,0.31,60.0,,BOLES,32.9431,-105.9492,32.945,-105.9479,139125,836776
2707,2019,TEXAS,Hail,0,3,0.0,Emergency Manager,1.75,,,,,,SANTA ANNA,31.74,-99.32,31.74,-99.32,138407,832173
2708,2019,ILLINOIS,Flash Flood,1,0,30000.0,Emergency Manager,,,,,,,COBDEN,37.53,-89.25,37.4721,-89.25,137041,829480
2709,2019,MISSOURI,Thunderstorm Wind,1,2,20000.0,Emergency Manager,61.0,EG,,,,,VAN BUREN,37.0409,-91.0713,37.0535,-91.0478,137173,823215
2710,2019,CALIFORNIA,Wildfire,0,1,4000000.0,Fire Department/Rescue,,,,,,,,,,,,143582,863234
2711,2019,IOWA,Thunderstorm Wind,0,1,0.0,NWS Storm Survey,78.0,EG,,,,,(DBQ)DUBUQUE MUNI AR,42.39,-90.76,42.39,-90.76,138698,833966
2712,2019,IOWA,Thunderstorm Wind,0,1,0.0,Public,78.0,EG,,,,,(DBQ)DUBUQUE MUNI AR,42.39,-90.76,42.39,-90.76,138698,833969
2713,2019,ILLINOIS,Flood,0,10,30000.0,River/Stream Gage,,,,,,,MAUNIE,38.03,-88.05,38.03,-88.0224,138108,829920
2714,2019,ILLINOIS,Thunderstorm Wind,1,1,20000.0,Broadcast Media,65.0,EG,,,,,ULLIN,37.2411,-89.18,37.12,-89.2,137174,823241
2715,2019,NORTH CAROLINA,Lightning,0,1,0.0,911 Call Center,,,,,,,CALVIN,35.726,-81.739,35.726,-81.739,141121,847966
2716,2019,INDIANA,Tornado,0,2,225000.0,NWS Storm Survey,,,EF0,1.6,100.0,,EAST RICHMOND ARPT,39.8214,-84.8505,39.8385,-84.8325,137356,824534
2717,2019,ALABAMA,Thunderstorm Wind,0,1,0.0,Emergency Manager,45.0,EG,,,,,SNODDY,33.13,-87.85,33.13,-87.85,139767,840629
2718,2019,NORTH CAROLINA,Tornado,0,1,10000.0,NWS Storm Survey,,,EF0,1.05,100.0,NC,LONG SHOALS,35.399,-81.282,35.414,-81.279,136875,821259
2719,2019,PENNSYLVANIA,Thunderstorm Wind,0,1,0.0,Broadcast Media,52.0,EG,,,,,BELLE VLY,42.11,-80.04,42.11,-80.04,139157,836992
2720,2019,OKLAHOMA,Flood,2,0,0.0,Official NWS Observations,,,,,,,PRATTVILLE,36.1289,-96.1142,36.1075,-96.1003,138259,831194
2721,2019,CALIFORNIA,Wildfire,0,2,0.0,Fire Department/Rescue,,,,,,,,,,,,139253,837626
2722,2019,ALABAMA,Thunderstorm Wind,0,1,0.0,Emergency Manager,45.0,EG,,,,,SHORTLEAF,32.512,-87.8709,32.512,-87.8709,139767,840630
2723,2019,MISSISSIPPI,Thunderstorm Wind,0,1,50000.0,Emergency Manager,43.0,EG,,,,,HOY,31.75,-89.14,31.693,-89.1332,138979,835915
2724,2019,ARIZONA,Heat,0,1,0.0,Broadcast Media,,,,,,,,,,,,139158,836999
2725,2019,PENNSYLVANIA,Thunderstorm Wind,0,35,10000.0,NWS Employee,52.0,EG,,,,,SHIRLEYSBURG,40.2817,-77.9191,40.2817,-77.9191,137215,837365
2726,2019,ARKANSAS,Flood,1,0,0.0,Official NWS Observations,,,,,,,OAK PARK,35.4436,-94.3919,35.3762,-94.3617,138260,848643
2727,2019,IOWA,Heat,1,0,0.0,ASOS,,,,,,,,,,,,139520,839347
2728,2019,COLORADO,Lightning,0,8,0.0,Broadcast Media,,,,,,,DECKERS,39.2699,-105.1047,39.2699,-105.1047,137185,823322
2729,2019,TEXAS,Thunderstorm Wind,1,0,0.0,Broadcast Media,50.0,EG,,,,,HICKS,32.89,-97.44,32.89,-97.44,138065,833717
2730,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,135697,814199
2731,2019,IOWA,Flood,1,2,22000000.0,Other Federal Agency,,,,,,,FARRAGUT,40.72,-95.51,40.6409,-95.8392,135252,813990
2732,2019,TEXAS,Thunderstorm Wind,1,0,0.0,Emergency Manager,43.0,EG,,,,,RICHLAND,30.4404,-97.5704,30.4404,-97.5704,137231,836001
2733,2019,WEST VIRGINIA,Lightning,0,1,10000.0,911 Call Center,,,,,,,GLENWOOD,37.3507,-81.1304,37.3507,-81.1304,139075,836492
2734,2019,TEXAS,Thunderstorm Wind,1,6,10000000.0,Broadcast Media,60.0,EG,,,,,DALLAS,32.7886,-96.7904,32.7886,-96.7904,138065,833747
2735,2019,LAKE ST CLAIR,Marine Thunderstorm Wind,0,20,0.0,Broadcast Media,39.0,EG,,,,,METROPOLITAN BEACH,42.5303,-82.6819,42.5303,-82.6819,138644,833639
2736,2019,IOWA,Thunderstorm Wind,0,2,0.0,NWS Storm Survey,87.0,EG,,,,,FILLMORE,42.38,-90.94,42.38,-90.94,138698,833962
2737,2019,VIRGINIA,Lightning,0,1,300.0,911 Call Center,,,,,,,RODDEN,36.8311,-79.088,36.8311,-79.088,136669,836646
2738,2019,SOUTH CAROLINA,Thunderstorm Wind,2,2,50000.0,911 Call Center,50.0,EG,,,,,EASTATOE,34.951,-82.885,34.951,-82.885,141118,847952
2739,2019,TEXAS,Thunderstorm Wind,0,1,3000000.0,NWS Storm Survey,120.0,EG,,,,,KOUNTZE SILSBEE ARPT,30.2788,-94.3293,30.4079,-94.18,143663,862080
2740,2019,TEXAS,Flash Flood,1,0,0.0,Emergency Manager,,,,,,,BLANCO,30.0942,-98.395,30.0968,-98.4075,137253,824183
2741,2019,OHIO,Thunderstorm Wind,0,1,9000.0,State Official,50.0,EG,,,,,CIRCLEVILLE,39.6165,-82.9271,39.6165,-82.9271,138830,835061
2742,2019,MICHIGAN,Thunderstorm Wind,0,1,18000.0,Law Enforcement,55.0,EG,,,,,HALE,44.38,-83.81,44.38,-83.81,141242,848490
2743,2019,TEXAS,Flash Flood,1,0,0.0,Emergency Manager,,,,,,,AUSTIN,30.2745,-97.7522,30.274,-97.7507,137292,824193
2744,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,140270,843572
2745,2019,NEW YORK,Flash Flood,1,0,25000.0,Emergency Manager,,,,,,,NORWAY,43.2133,-74.9601,43.2114,-74.9631,143175,859118
2746,2019,INDIANA,Tornado,0,1,150000.0,NWS Storm Survey,,,EF2,5.89,100.0,,PENDLETON,39.9985,-85.7549,40.0571,-85.6741,137234,832305
2747,2019,TEXAS,Heat,1,0,0.0,Broadcast Media,,,,,,,,,,,,139780,841056
2748,2019,ARIZONA,Heavy Snow,0,4,0.0,Trained Spotter,,,,,,,,,,,,135286,811067
2749,2019,NEW JERSEY,Lightning,0,1,0.0,Broadcast Media,,,,,,,CHATHAM,40.74,-74.39,40.74,-74.39,139787,840763
2750,2019,ALABAMA,Thunderstorm Wind,0,1,0.0,Public,52.0,EG,,,,,THEODORE,30.5654,-88.207,30.5654,-88.207,138042,829571
2751,2019,MISSISSIPPI,Strong Wind,1,0,100000.0,Emergency Manager,45.0,EG,,,,,,,,,,142782,865249
2752,2019,ALABAMA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,136634,819685
2753,2019,NEBRASKA,Flood,1,0,194000.0,Other Federal Agency,,,,,,,TILDEN,42.09,-97.83,42.03,-97.83,135253,813918
2754,2019,NEBRASKA,Flood,1,0,0.0,Other Federal Agency,,,,,,,PLATTE CENTER,41.54,-97.5,41.5,-97.52,135253,813962
2755,2019,ARKANSAS,Excessive Heat,1,0,0.0,Broadcast Media,,,,,,,,,,,,140825,846382
2756,2019,TEXAS,Excessive Heat,1,0,0.0,Official NWS Observations,,,,,,,,,,,,139780,840706
2757,2019,OREGON,Winter Weather,1,2,0.0,Law Enforcement,,,,,,,,,,,,134972,808882
2758,2019,TENNESSEE,Heat,1,0,0.0,ASOS,,,,,,,,,,,,140931,846821
2759,2019,COLORADO,Lightning,0,1,0.0,Emergency Manager,,,,,,,CANON CITY,38.46,-105.23,38.46,-105.23,140867,848189
2760,2019,TENNESSEE,Flash Flood,1,0,99400.0,Emergency Manager,,,,,,,PEGRAM,36.1315,-86.9973,36.197,-86.9868,135086,809854
2761,2019,NEBRASKA,Lightning,0,2,19000000.0,Emergency Manager,,,,,,,HASTINGS,40.5844,-98.3512,40.5844,-98.3512,136615,823436
2762,2019,VIRGINIA,Thunderstorm Wind,0,1,5000.0,Fire Department/Rescue,50.0,EG,,,,,NIMMO,36.76,-76.01,36.76,-76.01,136923,821908
2763,2019,WYOMING,Winter Storm,0,1,0.0,Department of Highways,,,,,,,,,,,,142407,854890
2764,2019,NORTH CAROLINA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,143324,859729
2765,2019,GEORGIA,Thunderstorm Wind,0,6,0.0,Other Federal Agency,50.0,EG,,,,,PINE HARBOR,31.54,-81.52,31.54,-81.52,140500,844680
2766,2019,INDIANA,Heavy Snow,0,30,300000.0,Official NWS Observations,,,,,,,,,,,,143444,860585
2767,2019,INDIANA,Heavy Snow,2,3,40000.0,Trained Spotter,,,,,,,,,,,,143444,860583
2768,2019,PENNSYLVANIA,Lightning,0,9,0.0,Broadcast Media,,,,,,,TREVOSE,40.17,-75.0,40.17,-75.0,139808,851931
2769,2019,OREGON,Rip Current,1,0,0.0,Law Enforcement,,,,,,,,,,,,138968,835892
2770,2019,FLORIDA,Rip Current,1,0,0.0,Lifeguard,,,,,,,,,,,,142898,857400
2771,2019,OHIO,Tornado,1,8,15000000.0,NWS Storm Survey,,,EF3,10.84,250.0,,DURBIN,40.5515,-84.6911,40.5921,-84.4917,136052,817483
2772,2019,VIRGINIA,Thunderstorm Wind,1,2,2000.0,Broadcast Media,50.0,EG,,,,,(BKT)BLACKSTONE AAF,37.07,-77.97,37.07,-77.97,141081,847664
2773,2019,FLORIDA,High Surf,1,0,0.0,Lifeguard,,,,,,,,,,,,141353,848847
2774,2019,PENNSYLVANIA,Tornado,0,2,0.0,NWS Storm Survey,,,EF2,0.47,250.0,,GLEN MILLS,39.915,-75.5202,39.9189,-75.5129,142645,856288
2775,2019,CALIFORNIA,Cold/Wind Chill,1,0,0.0,Newspaper,,,,,,,,,,,,141222,848403
2776,2019,TEXAS,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,148311,893049
2777,2019,SOUTH DAKOTA,Winter Weather,0,2,0.0,COOP Observer,,,,,,,,,,,,143859,864459
2778,2019,NEW JERSEY,Thunderstorm Wind,0,1,0.0,Emergency Manager,60.0,EG,,,,,SERGEANTSVILLE,40.43,-74.94,40.43,-74.94,142671,856371
2779,2019,MINNESOTA,Winter Weather,0,1,0.0,COOP Observer,,,,,,,,,,,,144356,866506
2780,2019,MINNESOTA,Winter Weather,0,1,0.0,COOP Observer,,,,,,,,,,,,144356,866508
2781,2019,CALIFORNIA,Rip Current,1,0,0.0,County Official,,,,,,,,,,,,142693,856591
2782,2019,NEVADA,Strong Wind,1,2,0.0,Broadcast Media,23.0,MG,,,,,,,,,,141438,849401
2783,2019,OKLAHOMA,Thunderstorm Wind,1,1,0.0,Law Enforcement,65.0,EG,,,,,VALLIANT,34.0269,-95.1537,34.0269,-95.1537,142404,854867
2784,2019,INDIANA,Lightning,0,1,750000.0,Broadcast Media,,,,,,,WANAMAKER,39.7044,-85.98,39.7044,-85.98,141387,849023
2785,2019,CALIFORNIA,Lightning,0,1,0.0,Broadcast Media,,,,,,,WALKER,38.3503,-119.4496,38.3503,-119.4496,141450,849445
2786,2019,IDAHO,Thunderstorm Wind,0,2,0.0,Public,61.0,EG,,,,,KUNA,43.48,-116.4,43.4672,-116.3664,143476,860827
2787,2019,IDAHO,Thunderstorm Wind,0,2,0.0,Public,52.0,EG,,,,,CALDWELL,43.67,-116.7,43.622,-116.6323,143476,860828
2788,2019,CALIFORNIA,Wildfire,2,0,8000000.0,Fire Department/Rescue,,,,,,,,,,,,143571,861536
2789,2019,MINNESOTA,Winter Weather,0,1,0.0,COOP Observer,,,,,,,,,,,,144356,866511
2790,2019,SOUTH DAKOTA,Winter Weather,1,5,3000.0,Official NWS Observations,,,,,,,,,,,,143859,863855
2791,2019,CALIFORNIA,Wildfire,0,4,0.0,Fire Department/Rescue,,,,,,,,,,,,142459,855131
2792,2019,TEXAS,Lightning,0,1,0.0,Broadcast Media,,,,,,,BAMMEL,30.0123,-95.5177,30.0123,-95.5177,141898,851874
2793,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,134893,808514
2794,2019,WYOMING,Winter Weather,1,0,0.0,Law Enforcement,,,,,,,,,,,,142433,855017
2795,2019,WASHINGTON,Strong Wind,0,3,50000.0,Newspaper,49.0,EG,,,,,,,,,,143075,858395
2796,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,141232,848441
2797,2019,OHIO,Tornado,1,166,500000000.0,NWS Storm Survey,,,EF4,18.17,1050.0,,PYRMONT,39.8243,-84.4632,39.758,-84.1121,136052,816403
2798,2019,CALIFORNIA,Strong Wind,1,0,0.0,Broadcast Media,22.0,MG,,,,,,,,,,142493,856181
2799,2019,FLORIDA,Rip Current,1,3,0.0,Broadcast Media,,,,,,,,,,,,141610,850181
2800,2019,FLORIDA,Rip Current,1,0,0.0,Broadcast Media,,,,,,,,,,,,143249,859301
2801,2019,CALIFORNIA,Debris Flow,0,1,10000.0,Emergency Manager,,,,,,,SAN JUAN HOT SPGS,33.6025,-117.5028,33.5849,-117.4885,143911,867055
2802,2019,ARIZONA,Excessive Heat,1,0,0.0,County Official,,,,,,,,,,,,154548,931065
2803,2019,ARIZONA,Excessive Heat,2,0,0.0,County Official,,,,,,,,,,,,154548,931060
2804,2019,ARIZONA,Excessive Heat,2,0,0.0,County Official,,,,,,,,,,,,154548,931063
2805,2019,ARIZONA,Heat,1,0,0.0,County Official,,,,,,,,,,,,154544,931019
2806,2019,ARIZONA,Heat,1,0,0.0,County Official,,,,,,,,,,,,154544,931022
2807,2019,ARIZONA,Heat,2,0,0.0,County Official,,,,,,,,,,,,154548,931100
2808,2019,ARIZONA,Heat,1,0,0.0,County Official,,,,,,,,,,,,154548,931101
2809,2019,ARIZONA,Heat,1,0,0.0,County Official,,,,,,,,,,,,154548,931102
2810,2019,CALIFORNIA,Wildfire,0,1,100000.0,Fire Department/Rescue,,,,,,,,,,,,143582,863235
2811,2019,OHIO,Tornado,0,1,500000.0,NWS Storm Survey,,,EF1,1.31,150.0,,MOULTON,40.5597,-84.2593,40.5659,-84.2358,136052,818109
2812,2019,CALIFORNIA,Rip Current,0,1,0.0,Newspaper,,,,,,,,,,,,138507,832754
2813,2019,PENNSYLVANIA,Thunderstorm Wind,0,1,0.0,Public,60.0,EG,,,,,ITHAN,40.0111,-75.3899,40.0111,-75.3899,142645,856332
2814,2019,WISCONSIN,Dense Fog,1,3,12000.0,Law Enforcement,,,,,,,,,,,,144628,868417
2815,2019,PENNSYLVANIA,Thunderstorm Wind,0,1,0.0,Emergency Manager,70.0,EG,,,,,AMBLER,40.16,-75.22,40.16,-75.22,142645,856339
2816,2019,OHIO,Tornado,0,1,10000000.0,NWS Storm Survey,,,EF3,8.34,1320.0,,POTSDAM,39.9778,-84.4273,39.9725,-84.27,136052,817681
2817,2019,ARIZONA,Heat,1,0,0.0,County Official,,,,,,,,,,,,154544,931018
2818,2019,ARKANSAS,Tornado,0,1,130000.0,NWS Storm Survey,,,EF1,2.64,100.0,,RALPH,36.1187,-92.6532,36.1379,-92.6122,134105,803027
