,YEAR,EPISODE_ID,EVENT_ID,STATE,EVENT_TYPE,TOTAL DEATHS,TOTAL INJURIES,TOTAL DAMAGES,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_STATE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
8675,2012,60784,363176,NEVADA,Wildfire,1,0,4500000.0,4500000.0,0.0,Newspaper,,,,,,,,,,,
8683,2012,61587,368469,UTAH,Wildfire,0,2,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
8711,2012,62094,371543,NORTH DAKOTA,Wildfire,0,2,300000.0,300000.0,0.0,Emergency Manager,,,,,,,,,,,
8723,2012,63648,380982,ARKANSAS,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
8745,2012,67274,403410,UTAH,Wildfire,0,2,250000.0,250000.0,0.0,State Official,,,,,,,,,,,
8759,2012,68897,413262,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
8817,2012,65716,396337,UTAH,Wildfire,0,2,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
8844,2012,67274,403442,UTAH,Wildfire,0,3,900000.0,900000.0,0.0,State Official,,,,,,,,,,,
8845,2012,67274,403456,UTAH,Wildfire,0,4,150000.0,150000.0,0.0,State Official,,,,,,,,,,,
8853,2012,67987,407808,CALIFORNIA,Wildfire,0,2,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
8875,2012,68600,411469,MINNESOTA,Wildfire,0,1,0.0,0.0,0.0,State Official,,,,,,,,,,,
8876,2012,68898,413263,CALIFORNIA,Wildfire,1,3,3600000.0,3600000.0,0.0,Emergency Manager,,,,,,,,,,,
8892,2012,68283,409617,NEBRASKA,Wildfire,0,3,1100000.0,1000000.0,100000.0,Emergency Manager,,,,,,,,,,,
8899,2012,64862,408375,OKLAHOMA,Wildfire,1,0,0.0,0.0,0.0,Emergency Manager,,,,,,,,,,,
8902,2012,68283,409618,NEBRASKA,Wildfire,0,3,100000.0,50000.0,50000.0,Emergency Manager,,,,,,,,,,,
8908,2012,68697,411970,WISCONSIN,Wildfire,1,2,70000.0,70000.0,0.0,Newspaper,,,,,,,,,,,
8910,2012,68586,411455,WASHINGTON,Wildfire,1,0,1500.0,1500.0,0.0,Park/Forest Service,,,,,,,,,,,
8917,2012,67957,407727,NEBRASKA,Wildfire,0,3,6000000.0,6000000.0,0.0,Emergency Manager,,,,,,,,,,,
8920,2012,67267,403378,NEBRASKA,Wildfire,0,3,1000000.0,1000000.0,0.0,Emergency Manager,,,,,,,,,,,
8986,2012,60915,414719,COLORADO,Wildfire,0,3,250000.0,250000.0,0.0,Emergency Manager,,,,,,,,,,,
9002,2012,66397,398052,CALIFORNIA,Wildfire,0,3,200000.0,200000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9011,2012,65715,395933,UTAH,Wildfire,0,1,400000.0,400000.0,0.0,Newspaper,,,,,,,,,,,
9026,2012,65715,395939,UTAH,Wildfire,0,1,5000.0,5000.0,0.0,State Official,,,,,,,,,,,
9032,2012,65715,393619,UTAH,Wildfire,0,2,50000.0,50000.0,0.0,State Official,,,,,,,,,,,
9051,2012,65715,395479,UTAH,Wildfire,1,2,0.0,0.0,0.0,State Official,,,,,,,,,,,
9056,2012,66063,396372,NEBRASKA,Wildfire,0,1,1001000.0,1000.0,1000000.0,Other Federal Agency,,,,,,,,,,,
9066,2012,66063,396401,NEBRASKA,Wildfire,0,3,1001000.0,1000.0,1000000.0,Other Federal Agency,,,,,,,,,,,
9079,2012,64298,385053,IOWA,Wildfire,0,1,40000.0,0.0,40000.0,Trained Spotter,,,,,,,,,,,
9085,2012,66091,396490,MISSOURI,Wildfire,0,1,300000.0,300000.0,0.0,Emergency Manager,,,,,,,,,,,
9109,2011,51605,306711,LOUISIANA,Wildfire,0,1,20000.0,0.0,20000.0,Broadcast Media,,,,,,,,,,,
9153,2011,52702,314905,TEXAS,Wildfire,0,3,800000.0,800000.0,0.0,Park/Forest Service,,,,,,,,,,,
9154,2011,56799,340269,CALIFORNIA,Wildfire,0,2,500000.0,500000.0,0.0,Park/Forest Service,,,,,,,,,,,
9155,2011,57584,345639,ARKANSAS,Wildfire,0,1,500000.0,500000.0,0.0,Emergency Manager,,,,,,,,,,,
9164,2011,56404,338293,OKLAHOMA,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
9170,2011,49318,288879,NEW MEXICO,Wildfire,0,3,300000.0,300000.0,0.0,Other Federal Agency,,,,,,,,,,,
9171,2011,56404,338294,OKLAHOMA,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
9175,2011,56798,340268,CALIFORNIA,Wildfire,0,4,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9179,2011,53438,319872,TEXAS,Wildfire,0,1,500.0,500.0,0.0,Broadcast Media,,,,,,,,,,,
9187,2011,54004,323572,TEXAS,Wildfire,0,2,75000.0,75000.0,0.0,Broadcast Media,,,,,,,,,,,
9203,2011,49685,291680,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9239,2011,55719,344570,CALIFORNIA,Wildfire,0,2,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
9320,2011,48831,285748,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9325,2011,48835,285757,TEXAS,Wildfire,0,5,200000.0,200000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9328,2011,48843,285787,TEXAS,Wildfire,0,3,40000.0,40000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9359,2011,48058,286493,TEXAS,Wildfire,1,1,0.0,0.0,0.0,Public,,,,,,,,,,,
9385,2011,49003,286935,TEXAS,Wildfire,0,1,357000.0,350000.0,7000.0,Other Federal Agency,,,,,,,,,,,
9401,2011,47674,278134,TEXAS,Wildfire,0,1,200000.0,200000.0,0.0,Park/Forest Service,,,,,,,,,,,
9482,2011,50397,296906,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
9488,2011,51198,303651,COLORADO,Wildfire,0,1,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
9503,2011,49304,288778,TEXAS,Wildfire,0,1,100000.0,100000.0,0.0,Broadcast Media,,,,,,,,,,,
9513,2011,51413,305309,TEXAS,Wildfire,1,3,155000.0,155000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9671,2011,49201,288532,TEXAS,Wildfire,0,2,12000.0,7000.0,5000.0,Park/Forest Service,,,,,,,,,,,
9681,2011,49201,288543,TEXAS,Wildfire,0,1,250000.0,250000.0,0.0,Newspaper,,,,,,,,,,,
9713,2011,58812,352651,NEVADA,Wildfire,1,17,8000000.0,8000000.0,0.0,Newspaper,,,,,,,,,,,
9731,2011,47756,278327,TEXAS,Wildfire,0,1,15000.0,15000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9737,2011,47856,279477,ARKANSAS,Wildfire,0,2,300000.0,300000.0,0.0,Newspaper,,,,,,,,,,,
9759,2011,50450,299403,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
9761,2011,51326,304625,NEW MEXICO,Wildfire,0,13,150000.0,150000.0,0.0,Park/Forest Service,,,,,,,,,,,
9786,2011,51877,309006,ARIZONA,Wildfire,0,12,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
9810,2011,52958,316722,COLORADO,Wildfire,0,3,0.0,0.0,0.0,Law Enforcement,,,,,,,,,,,
9849,2011,49686,291683,TEXAS,Wildfire,0,2,50000.0,50000.0,0.0,Emergency Manager,,,,,,,,,,,
9854,2011,50077,294306,TEXAS,Wildfire,1,6,50000.0,0.0,50000.0,Park/Forest Service,,,,,,,,,,,
9890,2011,46975,273367,WASHINGTON,Wildfire,0,2,4000000.0,4000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9908,2011,58421,350444,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
9962,2011,56500,338814,TEXAS,Wildfire,0,1,6000000.0,6000000.0,0.0,Emergency Manager,,,,,,,,,,,
9968,2011,56533,338976,LOUISIANA,Wildfire,0,1,0.0,0.0,0.0,Emergency Manager,,,,,,,,,,,
9990,2011,56508,338833,TEXAS,Wildfire,2,2,2200000.0,2200000.0,0.0,Emergency Manager,,,,,,,,,,,
9991,2011,56511,338835,TEXAS,Wildfire,0,1,350000.0,350000.0,0.0,Emergency Manager,,,,,,,,,,,
9995,2011,54409,326709,ARKANSAS,Wildfire,0,1,50000.0,50000.0,0.0,Emergency Manager,,,,,,,,,,,
10008,2011,58328,349876,TEXAS,Wildfire,2,0,250000000.0,250000000.0,0.0,State Official,,,,,,,,,,,
10071,2011,58650,351730,SOUTH DAKOTA,Wildfire,0,1,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
10121,2011,55228,331689,CALIFORNIA,Wildfire,0,18,25000.0,25000.0,0.0,Newspaper,,,,,,,,,,,
10151,2011,54761,329284,TEXAS,Wildfire,1,0,30000.0,30000.0,0.0,Park/Forest Service,,,,,,,,,,,
10161,2011,54762,329092,TEXAS,Wildfire,0,2,1000000.0,1000000.0,0.0,Newspaper,,,,,,,,,,,
10214,2011,55310,332129,TEXAS,Wildfire,0,1,72000.0,72000.0,0.0,Park/Forest Service,,,,,,,,,,,
10239,2011,56802,340277,CALIFORNIA,Wildfire,0,3,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
10253,2011,58044,348013,TEXAS,Wildfire,0,1,975000.0,975000.0,0.0,Park/Forest Service,,,,,,,,,,,
10274,2011,58044,348908,TEXAS,Wildfire,1,2,100000.0,100000.0,0.0,Broadcast Media,,,,,,,,,,,
10290,2011,57523,345067,TEXAS,Wildfire,1,0,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10291,2011,57139,342913,TEXAS,Wildfire,0,1,750000.0,750000.0,0.0,Newspaper,,,,,,,,,,,
10303,2011,57721,346389,CALIFORNIA,Wildfire,0,1,600000.0,600000.0,0.0,Other Federal Agency,,,,,,,,,,,
10326,2011,57142,342312,TEXAS,Wildfire,0,1,12000000.0,12000000.0,0.0,Park/Forest Service,,,,,,,,,,,
10343,2011,58203,349053,IOWA,Wildfire,0,1,15000.0,15000.0,0.0,Newspaper,,,,,,,,,,,
10359,2011,51878,309008,ARIZONA,Wildfire,0,1,1000000.0,1000000.0,0.0,Park/Forest Service,,,,,,,,,,,
10391,2011,54009,323594,TEXAS,Wildfire,0,2,400000.0,400000.0,0.0,Broadcast Media,,,,,,,,,,,
10392,2011,53570,320818,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10393,2011,53570,320837,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10394,2011,53570,320857,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10395,2011,53570,320860,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10421,2011,53793,322355,TEXAS,Wildfire,1,0,150000.0,150000.0,0.0,Emergency Manager,,,,,,,,,,,
10425,2011,53570,320704,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10426,2011,53570,320705,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10427,2011,53570,320784,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10428,2011,53570,320797,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
10672,2010,46663,270763,COLORADO,Wildfire,0,1,45000.0,25000.0,20000.0,Newspaper,,,,,,,,,,,
10686,2010,37535,218494,WISCONSIN,Wildfire,1,2,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
10761,2010,44894,260180,KANSAS,Wildfire,0,1,100000.0,100000.0,0.0,Emergency Manager,,,,,,,,,,,
10990,2010,37172,216179,ALABAMA,Wildfire,0,1,3000.0,3000.0,0.0,Emergency Manager,,,,,,,,,,,
11082,2010,39467,229305,HAWAII,Wildfire,0,1,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
11087,2010,40345,234746,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11089,2010,52338,312533,FLORIDA,Wildfire,1,0,0.0,0.0,0.0,Emergency Manager,,,,,,,,,,,
11091,2010,40270,234293,WASHINGTON,Wildfire,0,3,0.0,0.0,0.0,Law Enforcement,,,,,,,,,,,
11139,2010,36930,223733,NEW JERSEY,Wildfire,0,2,0.0,0.0,0.0,State Official,,,,,,,,,,,
11355,2010,42912,250175,CALIFORNIA,Wildfire,0,1,17500.0,17500.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11378,2010,44852,260002,CALIFORNIA,Wildfire,0,4,400000.0,400000.0,0.0,Newspaper,,,,,,,,,,,
11407,2010,45362,263199,GEORGIA,Wildfire,0,1,0.0,0.0,0.0,Emergency Manager,,,,,,,,,,,
11430,2010,44696,259300,LOUISIANA,Wildfire,0,1,100000.0,100000.0,0.0,Broadcast Media,,,,,,,,,,,
11446,2010,44331,257607,CALIFORNIA,Wildfire,0,2,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11478,2010,44977,262703,UTAH,Wildfire,0,6,5000000.0,5000000.0,0.0,Other Federal Agency,,,,,,,,,,,
11550,2010,42899,250163,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11628,2010,39592,248554,PENNSYLVANIA,Wildfire,0,2,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
11689,2009,34862,201047,CALIFORNIA,Wildfire,0,4,20000.0,20000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11734,2009,28801,169358,CALIFORNIA,Wildfire,0,30,17000000.0,17000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11735,2009,28801,169359,CALIFORNIA,Wildfire,0,30,17000000.0,17000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11801,2009,33474,194628,CALIFORNIA,Wildfire,0,4,1000000.0,1000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11802,2009,33475,194638,CALIFORNIA,Wildfire,0,1,1000000.0,1000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11847,2009,34812,200851,TEXAS,Wildfire,0,2,20000.0,20000.0,0.0,Emergency Manager,,,,,,,,,,,
11861,2009,33286,193865,CALIFORNIA,Wildfire,2,0,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11886,2009,34652,200087,CALIFORNIA,Wildfire,0,8,750000.0,750000.0,0.0,Park/Forest Service,,,,,,,,,,,
11951,2009,24437,142139,OKLAHOMA,Wildfire,0,1,20000.0,20000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
11964,2009,25441,148542,TEXAS,Wildfire,0,1,500000.0,500000.0,0.0,Law Enforcement,,,,,,,,,,,
12163,2009,27063,158732,WISCONSIN,Wildfire,0,1,500000.0,500000.0,0.0,Emergency Manager,,,,,,,,,,,
12193,2009,26533,155231,TEXAS,Wildfire,0,1,100000.0,100000.0,0.0,Broadcast Media,,,,,,,,,,,
12275,2009,28087,164804,TEXAS,Wildfire,2,1,6000000.0,5000000.0,1000000.0,Newspaper,,,,,,,,,,,
12282,2009,26585,155726,TEXAS,Wildfire,0,4,1500000.0,1500000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
12290,2009,28087,164817,TEXAS,Wildfire,0,1,250000.0,250000.0,0.0,Newspaper,,,,,,,,,,,
12292,2009,27780,163142,COLORADO,Wildfire,0,1,3000.0,3000.0,0.0,Newspaper,,,,,,,,,,,
12358,2009,27719,162774,ARIZONA,Wildfire,0,1,560000.0,560000.0,0.0,Newspaper,,,,,,,,,,,
12555,2009,34240,198197,CALIFORNIA,Wildfire,0,4,0.0,0.0,0.0,State Official,,,,,,,,,,,
12612,2009,33473,194621,CALIFORNIA,Wildfire,0,5,50000.0,50000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
12621,2009,33288,193867,CALIFORNIA,Wildfire,0,10,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
12622,2009,33288,193868,CALIFORNIA,Wildfire,0,10,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
12708,2008,17708,102378,FLORIDA,Wildfire,1,29,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
12859,2008,23816,138979,CALIFORNIA,Wildfire,0,1,100000.0,100000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13023,2008,24275,141232,CALIFORNIA,Wildfire,0,14,150000000.0,150000000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13031,2008,13998,78822,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
13034,2008,13982,78753,ARKANSAS,Wildfire,0,1,0.0,0.0,0.0,Emergency Manager,,,,,,,,,,,
13066,2008,13934,78156,TEXAS,Wildfire,0,4,50000.0,50000.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13067,2008,12365,67914,TEXAS,Wildfire,0,3,75000.0,75000.0,0.0,Emergency Manager,,,,,,,,,,,
13084,2008,12532,68711,TEXAS,Wildfire,0,4,3000.0,3000.0,0.0,Newspaper,,,,,,,,,,,
13088,2008,12531,68704,TEXAS,Wildfire,0,5,25000.0,25000.0,0.0,Newspaper,,,,,,,,,,,
13240,2008,25143,146558,COLORADO,Wildfire,0,1,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
13304,2008,14775,86324,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
13321,2008,15564,88862,NORTH DAKOTA,Wildfire,0,2,350000.0,350000.0,0.0,Newspaper,,,,,,,,,,,
13322,2008,16678,96184,COLORADO,Wildfire,2,0,5000000.0,5000000.0,0.0,Broadcast Media,,,,,,,,,,,
13325,2008,16682,96204,COLORADO,Wildfire,1,0,0.0,0.0,0.0,Broadcast Media,,,,,,,,,,,
13356,2008,15507,88127,TEXAS,Wildfire,1,0,10500.0,10500.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13366,2008,15236,91498,TEXAS,Wildfire,0,1,5000.0,5000.0,0.0,Park/Forest Service,,,,,,,,,,,
13382,2008,14141,81425,MONTANA,Wildfire,0,2,100000.0,100000.0,0.0,Law Enforcement,,,,,,,,,,,
13429,2008,17941,104189,TEXAS,Wildfire,0,2,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13439,2008,16941,97784,TEXAS,Wildfire,0,1,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
13503,2008,18616,109091,FLORIDA,Wildfire,0,3,16000000.0,16000000.0,0.0,Newspaper,,,,,,,,,,,
13518,2008,18749,110133,CALIFORNIA,Wildfire,1,0,0.0,0.0,0.0,Other Federal Agency,,,,,,,,,,,
13534,2008,18715,113837,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13724,2008,21469,126897,IDAHO,Wildfire,1,0,5000000.0,5000000.0,0.0,NWS Employee,,,,,,,,,,,
13751,2008,18378,111098,CALIFORNIA,Wildfire,0,6,0.0,0.0,0.0,State Official,,,,,,,,,,,
13752,2008,18867,111438,CALIFORNIA,Wildfire,0,1,0.0,0.0,0.0,State Official,,,,,,,,,,,
13762,2008,18378,111015,CALIFORNIA,Wildfire,0,6,0.0,0.0,0.0,State Official,,,,,,,,,,,
13768,2008,18379,111052,CALIFORNIA,Wildfire,0,8,0.0,0.0,0.0,Newspaper,,,,,,,,,,,
13769,2008,18378,111337,CALIFORNIA,Wildfire,0,12,0.0,0.0,0.0,State Official,,,,,,,,,,,
13791,2008,18867,111033,CALIFORNIA,Wildfire,1,65,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13799,2008,18867,111436,CALIFORNIA,Wildfire,0,2,0.0,0.0,0.0,State Official,,,,,,,,,,,
13813,2008,23813,138976,CALIFORNIA,Wildfire,0,2,0.0,0.0,0.0,Fire Department/Rescue,,,,,,,,,,,
13815,2008,22546,137574,NEW JERSEY,Wildfire,0,7,0.0,0.0,0.0,Park/Forest Service,,,,,,,,,,,
